Metric,Group1,Group2,Mean1,Mean2,MeanDiff,p-adj,CI Lower,CI Upper,Reject
Throughput(Mbps),mitm,normal,0.1827761390799329,0.2507136277030552,0.0679,0.0039,0.0221,0.1137,True
PacketLoss(%),mitm,normal,0.2155131826741996,0.8217928145468011,0.6063,0.0001,0.3061,0.9064,True
