Metric,Group1,Group2,Mean1,Mean2,MeanDiff,p-adj,CI Lower,CI Upper,Reject
Throughput(Mbps),mitm,normal,0.18277613907993293,0.2507136277030552,0.0679,0.0039,0.0221,0.1137,True
EndToEndDelay(ms),mitm,normal,1.9804365134260782,2.4455663002747534,0.4651,0.1517,-0.1724,1.1027,False
Jitter(ms),mitm,normal,0.6549869665136173,0.7627349268911688,0.1077,0.0842,-0.0147,0.2302,False
PacketLoss(%),mitm,normal,0.2155131826741996,0.8217928145468011,0.6063,0.0001,0.3061,0.9064,True
