Metric,Group1,Group2,Mean1,Mean2,MeanDiff,p-adj,CI Lower,CI Upper,Reject
Throughput(Mbps),mitm,normal,0.1830128662973957,0.2507136277030552,0.0677,0.004,0.0219,0.1135,True
EndToEndDelay(ms),mitm,normal,0.0017219774285304,0.0024455663002747,0.0007236,0.0257,8.9e-05,0.0013582,True
Jitter(ms),mitm,normal,0.000516145470764,0.0007627349268911,0.0002466,0.0,0.0001344,0.0003588,True
PacketLoss(%),mitm,normal,0.1755728185812931,0.8217928145468011,0.6462,0.0,0.3546,0.9378,True
